id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code
664,CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,141,NA,CA,CA-BC,Bella Bella,yes,CBBC,ZEL,CBBC,CBBC
323881,CN-0062,medium_airport,Bazhong Enyang Airport,31.73842,106.644872,1804,AS,CN,CN-51,Bazhong,yes,ZUBZ,BZX,ZUBZ,BZX
44157,CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,280,AS,CN,CN-44,Shaoguan,yes,ZGSG,HSC,ZGSG,
44159,CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.737,281,AS,CN,CN-36,Ji'an,yes,ZSGS,JGS,ZSGS,
44195,CN-0117,medium_airport,Hainanzhou Gonghe Airport,36.3367,100.480003,10052,AS,CN,CN-63,Hainan (Gonghe),no,ZLHN,HNG,,
44232,CN-0154,medium_airport,Jiaxing Nanhu Airport,30.698056,120.663056,15,AS,CN,CN-33,"Xiuzhou, Hangzhou",yes,ZSJX,JNH,ZSJX,
348150,CN-0178,medium_airport,Wuhan Hannan Municipal Airport,30.25521,114.062805,85,AS,CN,CN-42,Wuhan (Hannan),no,,WHN,,
350882,CN-0236,medium_airport,Shigatse Tingri Airport,28.604567,86.798,14108,AS,CN,CN-54,XigazÃª (Dingri),yes,ZUDR,DDR,ZUDR,
350883,CN-0237,medium_airport,Tashikuergan Hongqilafu Airport,37.661333,75.288877,10499,AS,CN,CN-65,Tashikuergan,yes,ZWTK,HQL,ZWTK,
350949,CN-0253,medium_airport,Jiande Qiandaohu General Airport,29.360905,119.180829,249,AS,CN,CN-33,Hangzhou,no,,JDE,,
355511,CN-0354,medium_airport,Ali Pulan Airport,30.397898,81.13317,13943,AS,CN,CN-54,Burang Town,no,ZUPL,APJ,ZUPL,
525773,CN-0421,medium_airport,Zhaotong Zhaoyang Airport ï¼ˆNot fully opened),27.205843,103.691511,,AS,CN,CN-53,Zhaotong,no,ZPZT,ZAT,,
598595,CN-0476,medium_airport,Bengbu Tenghu Airport,33.166292,117.058344,,AS,CN,CN-34,Bengbu,yes,ZSBA,BFY,ZSBA,
1654,CYAG,medium_airport,Fort Frances Municipal Airport,48.655749,-93.44349,1125,NA,CA,CA-ON,Fort Frances,yes,CYAG,YAG,CYAG,
1655,CYAH,medium_airport,La Grande-4 Airport,53.75469971,-73.6753006,1005,NA,CA,CA-QC,La Grande-4,no,CYAH,YAH,CYAH,
1657,CYAM,medium_airport,Sault Ste Marie Airport,46.483216,-84.508467,630,NA,CA,CA-ON,Sault Ste Marie,yes,CYAM,YAM,CYAM,
1658,CYAQ,medium_airport,Kasabonika Airport,53.52470016,-88.64279938,672,NA,CA,CA-ON,Kasabonika,yes,CYAQ,XKS,CYAQ,
1665,CYAY,medium_airport,St. Anthony Airport,51.391909,-56.08321,108,NA,CA,CA-NL,St. Anthony,yes,CYAY,YAY,CYAY,
1666,CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80,NA,CA,CA-BC,Tofino,yes,CYAZ,YAZ,CYAZ,
1669,CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71,NA,CA,CA-QC,Baie-Comeau,yes,CYBC,YBC,CYBC,YBC
1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117,NA,CA,CA-BC,Bella Coola,yes,CYBD,QBC,CYBD,
1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836,NA,CA,CA-AB,Bonnyville,yes,CYBF,YBY,CYBF,
1673,CYBG,medium_airport,Saguenay-Bagotville Airport,48.330123,-70.992012,522,NA,CA,CA-QC,Saguenay,yes,CYBG,YBG,CYBG,
1674,CYBK,medium_airport,Baker Lake Airport,64.29889679,-96.07779694,59,NA,CA,CA-NU,Baker Lake,yes,CYBK,YBK,CYBK,
1675,CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,346,NA,CA,CA-BC,Campbell River,yes,CYBL,YBL,CYBL,YBL
1678,CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343,NA,CA,CA-MB,Brandon,yes,CYBR,YBR,CYBR,
1683,CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,121,NA,CA,CA-QC,Blanc-Sablon,yes,CYBX,YBX,CYBX,
1685,CYCB,medium_airport,Cambridge Bay Airport,69.10810089,-105.1380005,90,NA,CA,CA-NU,Cambridge Bay,yes,CYCB,YCB,CYCB,
1686,CYCC,medium_airport,Cornwall Regional Airport,45.092637,-74.567724,175,NA,CA,CA-ON,Cornwall,no,CYCC,YCC,CYCC,
1687,CYCD,medium_airport,Nanaimo Airport,49.05497,-123.869863,92,NA,CA,CA-BC,Nanaimo,yes,CYCD,YCD,CYCD,
1688,CYCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,824,NA,CA,CA-ON,Huron Park,no,CYCE,YCE,CYCE,CYCE
1689,CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,1624,NA,CA,CA-BC,Castlegar,yes,CYCG,YCG,CYCG,
1690,CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,108,NA,CA,CA-NB,Miramichi,no,CYCH,YCH,CYCH,
1691,CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,132,NA,CA,CA-NB,Charlo,yes,CYCL,YCL,CYCL,
1692,CYCN,medium_airport,Cochrane Airport,49.10559845,-81.01360321,861,NA,CA,CA-ON,Cochrane,no,CYCN,YCN,CYCN,
1695,CYCQ,medium_airport,Chetwynd Airport,55.68719864,-121.6269989,2000,NA,CA,CA-BC,Chetwynd,no,CYCQ,YCQ,CYCQ,
1703,CYDA,medium_airport,Dawson City Airport,64.04309845,-139.128006,1215,NA,CA,CA-YT,Dawson City,yes,CYDA,YDA,CYDA,
1704,CYDB,medium_airport,Burwash Airport,61.371101,-139.041,2647,NA,CA,CA-YT,Burwash Landing,no,CYDB,YDB,CYDB,
1706,CYDF,medium_airport,Deer Lake Airport,49.208159,-57.396147,72,NA,CA,CA-NL,Deer Lake,yes,CYDF,YDF,CYDF,
1709,CYDM,medium_airport,Ross River Airport,61.97060013,-132.4230042,2314,NA,CA,CA-YT,Ross River,no,CYDM,XRR,CYDM,YDM
1710,CYDN,medium_airport,Dauphin Barker Airport,51.1008,-100.052002,999,NA,CA,CA-MB,Dauphin,yes,CYDN,YDN,CYDN,
1711,CYDO,medium_airport,Dolbeau-Saint-Felicien Airport,48.7785,-72.375,372,NA,CA,CA-QC,Dolbeau-Saint-Felicien,no,CYDO,YDO,CYDO,
1713,CYDQ,medium_airport,Dawson Creek Airport,55.741245,-120.183263,2148,NA,CA,CA-BC,Dawson Creek,no,CYDQ,YDQ,CYDQ,
1717,CYEG,large_airport,Edmonton International Airport,53.3097,-113.580002,2373,NA,CA,CA-AB,Edmonton,yes,CYEG,YEG,CYEG,CYEG
1719,CYEL,medium_airport,Elliot Lake Municipal Airport,46.35139847,-82.56140137,1087,NA,CA,CA-ON,Elliot Lake,no,CYEL,YEL,CYEL,
1720,CYEM,medium_airport,Manitoulin East Municipal Airport,45.842435,-81.857595,869,NA,CA,CA-ON,Sheguiandah,no,CYEM,YEM,CYEM,
1721,CYEN,medium_airport,Estevan Airport,49.21030045,-102.9660034,1905,NA,CA,CA-SK,Estevan,no,CYEN,YEN,CYEN,
1724,CYET,medium_airport,Edson Airport,53.57889938,-116.4649963,3043,NA,CA,CA-AB,Edson,no,CYET,YET,CYET,
1726,CYEV,medium_airport,Inuvik Mike Zubko Airport,68.30419922,-133.4830017,224,NA,CA,CA-NT,Inuvik,yes,CYEV,YEV,CYEV,
1727,CYEY,medium_airport,Amos/Magny Airport,48.563903,-78.249702,1068,NA,CA,CA-QC,Amos,no,CYEY,YEY,CYEY,
1729,CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110,NA,CA,CA-NU,Iqaluit,yes,CYFB,YFB,CYFB,
1730,CYFC,medium_airport,Fredericton International Airport,45.868697,-66.529891,68,NA,CA,CA-NB,Fredericton,yes,CYFC,YFC,CYFC,
1732,CYFE,medium_airport,Forestville Airport,48.74610138,-69.09719849,293,NA,CA,CA-QC,Forestville,no,CYFE,YFE,CYFE,
1734,CYFJ,medium_airport,Mont-Tremblant International Airport,46.409401,-74.779999,827,NA,CA,CA-QC,La Macaza,no,CYFJ,YTM,CYFJ,
1736,CYFR,medium_airport,Fort Resolution Airport,61.18080139,-113.6900024,526,NA,CA,CA-NT,Fort Resolution,no,CYFR,YFR,CYFR,
1737,CYFS,medium_airport,Fort Simpson Airport,61.7602005,-121.2369995,555,NA,CA,CA-NT,Fort Simpson,yes,CYFS,YFS,CYFS,
1743,CYGK,medium_airport,Kingston Norman Rogers Airport,44.2253,-76.596901,305,NA,CA,CA-ON,Kingston,no,CYGK,YGK,CYGK,
1744,CYGL,medium_airport,La Grande RiviÃ¨re Airport,53.62530136,-77.70420074,639,NA,CA,CA-QC,La Grande RiviÃ¨re,yes,CYGL,YGL,CYGL,
1745,CYGM,medium_airport,Gimli Industrial Park Airport,50.62810135,-97.04329681,753,NA,CA,CA-MB,Gimli,no,CYGM,YGM,CYGM,
1747,CYGP,medium_airport,Michel-Pouliot GaspÃ© Airport,48.774915,-64.481893,112,NA,CA,CA-QC,GaspÃ©,yes,CYGP,YGP,CYGP,
1748,CYGQ,medium_airport,Geraldton Greenstone Regional Airport,49.77830124,-86.93939972,1144,NA,CA,CA-ON,Geraldton,no,CYGQ,YGQ,CYGQ,
1749,CYGR,medium_airport,ÃŽles-de-la-Madeleine Airport,47.425242,-61.778612,35,NA,CA,CA-QC,Les ÃŽles-de-la-Madeleine,yes,CYGR,YGR,CYGR,
1751,CYGV,medium_airport,Havre-Saint-Pierre Airport,50.281898,-63.611401,124,NA,CA,CA-QC,Havre-Saint-Pierre,yes,CYGV,YGV,CYGV,
1752,CYGW,medium_airport,Kuujjuarapik Airport,55.2818985,-77.76529694,34,NA,CA,CA-QC,Kuujjuarapik,yes,CYGW,YGW,CYGW,
1757,CYHD,medium_airport,Dryden Regional Airport,49.831699,-92.744202,1354,NA,CA,CA-ON,Dryden,no,CYHD,YHD,CYHD,
1759,CYHF,medium_airport,Hearst RenÃ© Fontaine Municipal Airport,49.71419907,-83.68609619,827,NA,CA,CA-ON,Hearst,no,CYHF,YHF,CYHF,
1763,CYHM,medium_airport,John C. Munro Hamilton International Airport,43.17348,-79.931185,780,NA,CA,CA-ON,Hamilton,yes,CYHM,YHM,CYHM,
1764,CYHN,medium_airport,Hornepayne Municipal Airport,49.19309998,-84.7589035,1099,NA,CA,CA-ON,Hornepayne,no,CYHN,YHN,CYHN,
1767,CYHT,medium_airport,Haines Junction Airport,60.7892,-137.546005,2150,NA,CA,CA-YT,Haines Junction,no,CYHT,YHT,CYHT,
1768,CYHU,medium_airport,MontrÃ©al / Saint-Hubert Metropolitan Airport,45.517502,-73.416901,90,NA,CA,CA-QC,MontrÃ©al,yes,CYHU,YHU,CYHU,
1769,CYHY,medium_airport,Hay River / Merlyn Carter Airport,60.83969879,-115.7829971,541,NA,CA,CA-NT,Hay River,yes,CYHY,YHY,CYHY,
1770,CYHZ,large_airport,Halifax / Stanfield International Airport,44.88079834,-63.50859833,477,NA,CA,CA-NS,Halifax,yes,CYHZ,YHZ,CYHZ,
1771,CYIB,medium_airport,Atikokan Municipal Airport,48.773899,-91.638603,1408,NA,CA,CA-ON,Atikokan,no,CYIB,YIB,CYIB,
1772,CYID,medium_airport,Digby / Annapolis Regional Airport,44.54584504,-65.78542471,499,NA,CA,CA-NS,Digby,no,CYID,YDG,CYID,
1773,CYIF,medium_airport,St Augustin Airport,51.2117,-58.658298,20,NA,CA,CA-QC,St-Augustin,yes,CYIF,YIF,CYIF,
1776,CYIV,medium_airport,Island Lake Airport,53.85720062,-94.6536026,770,NA,CA,CA-MB,Island Lake,yes,CYIV,YIV,CYIV,
1778,CYJF,medium_airport,Fort Liard Airport,60.2358017,-123.4690018,708,NA,CA,CA-NT,Fort Liard,no,CYJF,YJF,CYJF,
1780,CYJN,medium_airport,St Jean Airport,45.29439926,-73.28109741,136,NA,CA,CA-QC,St Jean,no,CYJN,YJN,CYJN,
1783,CYJT,medium_airport,Stephenville Dymond International Airport,48.54339,-58.552892,84,NA,CA,CA-NL,Stephenville,yes,CYJT,YJT,CYJT,
1784,CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,1133,NA,CA,CA-BC,Kamloops,yes,CYKA,YKA,CYKA,
1787,CYKF,medium_airport,Region of Waterloo International Airport,43.4608,-80.378601,1054,NA,CA,CA-ON,Breslau,yes,CYKF,YKF,CYKF,
1789,CYKJ,medium_airport,Key Lake Airport,57.2560997,-105.6179962,1679,NA,CA,CA-SK,Key Lake,no,CYKJ,YKJ,CYKJ,
1790,CYKL,medium_airport,Schefferville Airport,54.80530167,-66.80529785,1709,NA,CA,CA-QC,Schefferville,yes,CYKL,YKL,CYKL,
1340,CYKM,medium_airport,Kincardine Municipal Airport,44.201401,-81.606697,772,NA,CA,CA-ON,Kincardine,no,CYKM,YKD,CYKM,CYKM
1793,CYKX,medium_airport,Kirkland Lake Airport,48.21030045,-79.98139954,1157,NA,CA,CA-ON,Kirkland Lake,no,CYKX,YKX,CYKX,
1794,CYKY,medium_airport,Kindersley Airport,51.51750183,-109.1809998,2277,NA,CA,CA-SK,Kindersley,no,CYKY,YKY,CYKY,YKY
1799,CYLD,medium_airport,Chapleau Airport,47.81999969,-83.34670258,1470,NA,CA,CA-ON,Chapleau,no,CYLD,YLD,CYLD,
1801,CYLJ,medium_airport,Meadow Lake Airport,54.12530136,-108.5230026,1576,NA,CA,CA-SK,Meadow Lake,no,CYLJ,YLJ,CYLJ,
1803,CYLL,medium_airport,Lloydminster Airport,53.3092,-110.072998,2193,NA,CA,CA-AB,Lloydminster,yes,CYLL,YLL,CYLL,
1805,CYLR,medium_airport,Leaf Rapids Airport,56.51330185,-99.98529816,959,NA,CA,CA-MB,Leaf Rapids,no,CYLR,YLR,CYLR,
1293,CYLS,medium_airport,Barrie-Lake Simcoe Regional Airport,44.485056,-79.554663,972,NA,CA,CA-ON,Barrie,yes,CYLS,YLK,CYLS,CYLS
1806,CYLT,medium_airport,Alert Airport,82.517263,-62.283037,100,NA,CA,CA-NU,Alert,no,CYLT,YLT,CYLT,
1808,CYLW,large_airport,Kelowna International Airport,49.9561,-119.377998,1421,NA,CA,CA-BC,Kelowna,yes,CYLW,YLW,CYLW,
1809,CYMA,medium_airport,Mayo Airport,63.61640167,-135.8679962,1653,NA,CA,CA-YT,Mayo,no,CYMA,YMA,CYMA,
1810,CYME,medium_airport,Matane Airport,48.85689926,-67.45330048,102,NA,CA,CA-QC,Matane,no,CYME,YME,CYME,
1811,CYMG,medium_airport,Manitouwadge Airport,49.08390045,-85.86060333,1198,NA,CA,CA-ON,Manitouwadge,no,CYMG,YMG,CYMG,
1813,CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.33029938,-105.5589981,1892,NA,CA,CA-SK,Moose Jaw,no,CYMJ,YMJ,CYMJ,
1814,CYML,medium_airport,Charlevoix Airport,47.59749985,-70.22389984,977,NA,CA,CA-QC,Charlevoix,no,CYML,YML,CYML,
1815,CYMM,medium_airport,Fort McMurray International Airport,56.653301,-111.222,1211,NA,CA,CA-AB,Fort McMurray,yes,CYMM,YMM,CYMM,
1816,CYMO,medium_airport,Moosonee Airport,51.29109955,-80.60780334,30,NA,CA,CA-ON,Moosonee,yes,CYMO,YMO,CYMO,
1817,CYMT,medium_airport,Chapais Airport,49.77190018,-74.52809906,1270,NA,CA,CA-QC,Chibougamau,yes,CYMT,YMT,CYMT,
1820,CYMX,medium_airport,Montreal Mirabel International Airport,45.679501,-74.038696,270,NA,CA,CA-QC,MontrÃ©al,yes,CYMX,YMX,CYMX,
1822,CYNA,medium_airport,Natashquan Airport,50.190114,-61.78898,39,NA,CA,CA-QC,Natashquan,yes,CYNA,YNA,CYNA,
1824,CYND,medium_airport,Ottawa / Gatineau Airport,45.521702,-75.563599,211,NA,CA,CA-QC,Gatineau,yes,CYND,YND,CYND,CYND
1827,CYNJ,medium_airport,Langley Airport,49.1008,-122.630997,34,NA,CA,CA-BC,Langley,no,CYNJ,YLY,CYNJ,
1828,CYNL,medium_airport,Points North Landing Airport,58.27669907,-104.0820007,1605,NA,CA,CA-SK,Points North Landing,yes,CYNL,YNL,CYNL,
1829,CYNM,medium_airport,Matagami Airport,49.76169968,-77.80280304,918,NA,CA,CA-QC,Matagami,no,CYNM,YNM,CYNM,
1832,CYOA,medium_airport,Ekati Airport,64.69889832,-110.6149979,1536,NA,CA,CA-NT,Ekati,no,CYOA,YOA,CYOA,
1834,CYOD,medium_airport,CFB Cold Lake,54.40499878,-110.2789993,1775,NA,CA,CA-AB,Cold Lake,no,CYOD,YOD,CYOD,
1836,CYOJ,medium_airport,High Level Airport,58.62139893,-117.1650009,1110,NA,CA,CA-AB,High Level,yes,CYOJ,YOJ,CYOJ,
1837,CYOO,medium_airport,Oshawa Executive Airport,43.922798,-78.894997,460,NA,CA,CA-ON,Oshawa,no,CYOO,YOO,CYOO,CYOO
1838,CYOP,medium_airport,Rainbow Lake Airport,58.491402,-119.407997,1759,NA,CA,CA-AB,Rainbow Lake,no,CYOP,YOP,CYOP,
1839,CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,44.59030151,-80.83750153,1007,NA,CA,CA-ON,Owen Sound,no,CYOS,YOS,CYOS,
1840,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,374,NA,CA,CA-ON,Ottawa,yes,CYOW,YOW,CYOW,YOW
1842,CYPA,medium_airport,Prince Albert Glass Field,53.21419907,-105.6729965,1405,NA,CA,CA-SK,Prince Albert,yes,CYPA,YPA,CYPA,
1844,CYPD,medium_airport,Port Hawkesbury Airport,45.65670013,-61.36809921,377,NA,CA,CA-NS,Port Hawkesbury,no,CYPD,YPS,CYPD,
1845,CYPE,medium_airport,Peace River Airport,56.226898,-117.446999,1873,NA,CA,CA-AB,Peace River,yes,CYPE,YPE,CYPE,
1846,CYPG,medium_airport,Portage-la-Prairie / Southport Airport,49.903099,-98.273817,885,NA,CA,CA-MB,Portage la Prairie,no,CYPG,YPG,CYPG,
1849,CYPL,medium_airport,Pickle Lake Airport,51.44639969,-90.21420288,1267,NA,CA,CA-ON,Pickle Lake,yes,CYPL,YPL,CYPL,
1851,CYPN,medium_airport,Port-Menier Airport,49.836399,-64.288597,167,NA,CA,CA-QC,Port-Menier,yes,CYPN,YPN,CYPN,
1854,CYPQ,medium_airport,Peterborough Regional Airport,44.232251,-78.362053,628,NA,CA,CA-ON,Peterborough,yes,CYPQ,YPQ,CYPQ,
1855,CYPR,medium_airport,Prince Rupert Airport,54.28609848,-130.4450073,116,NA,CA,CA-BC,Prince Rupert,yes,CYPR,YPR,CYPR,
1859,CYPW,medium_airport,Powell River Airport,49.83420181,-124.5,425,NA,CA,CA-BC,Powell River,yes,CYPW,YPW,CYPW,
1860,CYPX,medium_airport,Puvirnituq Airport,60.050598,-77.286903,74,NA,CA,CA-QC,Puvirnituq,yes,CYPX,YPX,CYPX,
1861,CYPY,medium_airport,Fort Chipewyan Airport,58.76720047,-111.1169968,761,NA,CA,CA-AB,Fort Chipewyan,yes,CYPY,YPY,CYPY,
1862,CYPZ,medium_airport,Burns Lake Airport,54.3764,-125.950996,2343,NA,CA,CA-BC,Burns Lake,yes,CYPZ,YPZ,CYPZ,YPZ
1863,CYQA,medium_airport,Muskoka Airport,44.975376,-79.306546,925,NA,CA,CA-ON,Gravenhurst,yes,CYQA,YQA,CYQA,
1864,CYQB,large_airport,Quebec Jean Lesage International Airport,46.7911,-71.393303,244,NA,CA,CA-QC,Quebec,yes,CYQB,YQB,CYQB,YQB
1865,CYQD,medium_airport,The Pas Airport,53.97140121,-101.0910034,887,NA,CA,CA-MB,The Pas,yes,CYQD,YQD,CYQD,
1866,CYQF,medium_airport,Red Deer Regional Airport,52.182201,-113.893997,2968,NA,CA,CA-AB,Springbrook,no,CYQF,YQF,CYQF,
1867,CYQG,medium_airport,Windsor International Airport,42.2756,-82.955597,622,NA,CA,CA-ON,Windsor,yes,CYQG,YQG,CYQG,
1868,CYQH,medium_airport,Watson Lake Airport,60.116839,-128.821993,2255,NA,CA,CA-YT,Watson Lake,yes,CYQH,YQH,CYQH,
1869,CYQI,medium_airport,Yarmouth Airport,43.82690048,-66.08809662,141,NA,CA,CA-NS,Yarmouth,no,CYQI,YQI,CYQI,
1870,CYQK,medium_airport,Kenora Airport,49.78829956,-94.36309814,1332,NA,CA,CA-ON,Kenora,yes,CYQK,YQK,CYQK,
1871,CYQL,medium_airport,Lethbridge County Airport,49.63029861,-112.8000031,3048,NA,CA,CA-AB,Lethbridge,yes,CYQL,YQL,CYQL,
1872,CYQM,medium_airport,Greater Moncton RomÃ©o LeBlanc International Airport,46.113189,-64.67719,232,NA,CA,CA-NB,Moncton,yes,CYQM,YQM,CYQM,
1873,CYQN,medium_airport,Nakina Airport,50.18280029,-86.6964035,1057,NA,CA,CA-ON,Nakina,yes,CYQN,YQN,CYQN,
1874,CYQQ,medium_airport,Comox Valley International Airport / CFB Comox,49.7108,-124.887001,84,NA,CA,CA-BC,Comox,yes,CYQQ,YQQ,CYQQ,
1875,CYQR,medium_airport,Regina International Airport,50.431938,-104.660906,1894,NA,CA,CA-SK,Regina,yes,CYQR,YQR,CYQR,
1876,CYQS,medium_airport,St Thomas Municipal Airport,42.77000046,-81.1108017,778,NA,CA,CA-ON,St Thomas,no,CYQS,YQS,CYQS,
1877,CYQT,medium_airport,Thunder Bay International Airport,48.371899,-89.323898,653,NA,CA,CA-ON,Thunder Bay,yes,CYQT,YQT,CYQT,
1878,CYQU,medium_airport,Grande Prairie Airport,55.17969894,-118.8850021,2195,NA,CA,CA-AB,Grande Prairie,yes,CYQU,YQU,CYQU,
1879,CYQV,medium_airport,Yorkton Municipal Airport,51.264702,-102.461998,1635,NA,CA,CA-SK,Yorkton,no,CYQV,YQV,CYQV,
1880,CYQW,medium_airport,North Battleford Airport,52.769409,-108.243742,1799,NA,CA,CA-SK,North Battleford,no,CYQW,YQW,CYQW,
1881,CYQX,medium_airport,Gander International Airport,48.936258,-54.567719,496,NA,CA,CA-NL,Gander,yes,CYQX,YQX,CYQX,
1882,CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,46.161072,-60.049759,203,NA,CA,CA-NS,Sydney,yes,CYQY,YQY,CYQY,
1883,CYQZ,medium_airport,Quesnel Airport,53.02610016,-122.5100021,1789,NA,CA,CA-BC,Quesnel,yes,CYQZ,YQZ,CYQZ,
1885,CYRB,medium_airport,Resolute Bay Airport,74.71690369,-94.9693985,215,NA,CA,CA-NU,Resolute Bay,yes,CYRB,YRB,CYRB,
1887,CYRI,medium_airport,RiviÃ¨re-du-Loup Airport,47.76440048,-69.58470154,427,NA,CA,CA-QC,RiviÃ¨re-du-Loup,no,CYRI,YRI,CYRI,
1888,CYRJ,medium_airport,Roberval Airport,48.519665,-72.265735,586,NA,CA,CA-QC,Roberval,yes,CYRJ,YRJ,CYRJ,
1889,CYRL,medium_airport,Red Lake Airport,51.06689835,-93.79309845,1265,NA,CA,CA-ON,Red Lake,yes,CYRL,YRL,CYRL,
1891,CYRO,medium_airport,Ottawa / Rockcliffe Airport,45.460496,-75.644001,188,NA,CA,CA-ON,Ottawa,yes,CYRO,YRO,CYRO,CYRO
1893,CYRQ,medium_airport,Trois-RiviÃ¨res Airport,46.35279846,-72.67939758,199,NA,CA,CA-QC,Trois-RiviÃ¨res,no,CYRQ,YRQ,CYRQ,
1895,CYRT,medium_airport,Rankin Inlet Airport,62.81140137,-92.11579895,94,NA,CA,CA-NU,Rankin Inlet,yes,CYRT,YRT,CYRT,
1896,CYRV,medium_airport,Revelstoke Airport,50.962245,-118.184258,1459,NA,CA,CA-BC,Revelstoke,no,CYRV,YRV,CYRV,
1897,CYSB,medium_airport,Sudbury Airport,46.625,-80.79889679,1141,NA,CA,CA-ON,Sudbury,yes,CYSB,YSB,CYSB,
1898,CYSC,medium_airport,Sherbrooke Airport,45.438599,-71.691399,792,NA,CA,CA-QC,Sherbrooke,no,CYSC,YSC,CYSC,
1901,CYSF,medium_airport,Stony Rapids Airport,59.25030136,-105.8410034,805,NA,CA,CA-SK,Stony Rapids,yes,CYSF,YSF,CYSF,
1903,CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598,416,NA,CA,CA-ON,Smiths Falls,no,CYSH,YSH,CYSH,
1904,CYSJ,medium_airport,Saint John Airport,45.31610107,-65.89029694,357,NA,CA,CA-NB,Saint John,yes,CYSJ,YSJ,CYSJ,
1906,CYSL,medium_airport,Saint-LÃ©onard Airport,47.157097,-67.836242,793,NA,CA,CA-NB,Saint-LÃ©onard,yes,CYSL,YSL,CYSL,
1907,CYSM,medium_airport,Fort Smith Airport,60.020302,-111.961998,671,NA,CA,CA-NT,Fort Smith,yes,CYSM,YSM,CYSM,
1908,CYSN,medium_airport,Niagara District Airport,43.191598,-79.171686,321,NA,CA,CA-ON,Niagara-on-the-Lake,yes,CYSN,YCM,CYSN,
1909,CYSP,medium_airport,Marathon Airport,48.75529861,-86.3443985,1035,NA,CA,CA-ON,Marathon,no,CYSP,YSP,CYSP,
1913,CYSU,medium_airport,Summerside Airport,46.440601,-63.833599,56,NA,CA,CA-PE,Slemon Park,no,CYSU,YSU,CYSU,
1917,CYTA,medium_airport,Pembroke Airport,45.86439896,-77.25170135,529,NA,CA,CA-ON,Pembroke,no,CYTA,YTA,CYTA,
1919,CYTF,medium_airport,Alma Airport,48.5089,-71.641899,445,NA,CA,CA-QC,Alma,no,CYTF,YTF,CYTF,
1920,CYTH,medium_airport,Thompson Airport,55.80110168,-97.86419678,729,NA,CA,CA-MB,Thompson,yes,CYTH,YTH,CYTH,
1924,CYTR,medium_airport,CFB Trenton,44.1189003,-77.52809906,283,NA,CA,CA-ON,Trenton,no,CYTR,YTR,CYTR,
1925,CYTS,medium_airport,Timmins/Victor M. Power,48.56969833,-81.37670136,967,NA,CA,CA-ON,Timmins,yes,CYTS,YTS,CYTS,
1926,CYTZ,medium_airport,Billy Bishop Toronto City Airport,43.627852,-79.39553,252,NA,CA,CA-ON,Toronto,yes,CYTZ,YTZ,CYTZ,
1928,CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,118,NA,CA,CA-QC,MontrÃ©al,yes,CYUL,YUL,CYUL,YUL
1930,CYUX,medium_airport,Hall Beach Airport,68.7761,-81.2425,30,NA,CA,CA-NU,Sanirajak,yes,CYUX,YUX,CYUX,
1931,CYUY,medium_airport,Rouyn Noranda Airport,48.20610046,-78.83560181,988,NA,CA,CA-QC,Rouyn-Noranda,yes,CYUY,YUY,CYUY,
1932,CYVB,medium_airport,Bonaventure Airport,48.071098,-65.460297,123,NA,CA,CA-QC,Bonaventure,yes,CYVB,YVB,CYVB,
1933,CYVC,medium_airport,La Ronge Airport,55.15140152,-105.262001,1242,NA,CA,CA-SK,La Ronge,yes,CYVC,YVC,CYVC,
1936,CYVK,medium_airport,Vernon Regional Airport,50.246163,-119.330963,1140,NA,CA,CA-BC,Vernon,no,CYVK,YVE,CYVK,
1938,CYVO,medium_airport,Val-d'Or Airport,48.05329895,-77.78279877,1107,NA,CA,CA-QC,Val-d'Or,yes,CYVO,YVO,CYVO,
1939,CYVP,medium_airport,Kuujjuaq Airport,58.09609985,-68.42690277,129,NA,CA,CA-QC,Kuujjuaq,yes,CYVP,YVP,CYVP,
